id,page_number,is_premium,title,problem_description,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,solution,discussion_count,likes,dislikes,problem_URL,solution_URL
1971,40,False,1971. Find if Path Exists in Graph,"There is a bi-directional graph with n vertices, where each vertex is labeled from 0 to n - 1 (inclusive). The edges in the graph are represented as a 2D integer array edges, where each edges[i] = [ui, vi] denotes a bi-directional edge between vertex ui and vertex vi. Every vertex pair is connected by at most one edge, and no vertex has an edge to itself.
You want to determine if there is a valid path that exists from vertex source to vertex destination.
Given edges and the integers n, source, and destination, return true if there is a valid path from source to destination, or false otherwise.
 
Example 1:

Input: n = 3, edges = [[0,1],[1,2],[2,0]], source = 0, destination = 2
Output: true
Explanation: There are two paths from vertex 0 to vertex 2:
- 0 → 1 → 2
- 0 → 2

Example 2:

Input: n = 6, edges = [[0,1],[0,2],[3,5],[5,4],[4,3]], source = 0, destination = 5
Output: false
Explanation: There is no path from vertex 0 to vertex 5.

 
Constraints:

1 <= n <= 2 * 105
0 <= edges.length <= 2 * 105
edges[i].length == 2
0 <= ui, vi <= n - 1
ui != vi
0 <= source, destination <= n - 1
There are no duplicate edges.
There are no self edges.

","'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph'",Easy,"[""'Valid Arrangement of Pairs'"", ""'Paths in Maze That Lead to Same Room'""]",2.0,51.5,276600,536900,2100,79,3300,161,https://leetcode.com/problems/find-if-path-exists-in-graph,https://leetcode.com/problems/find-if-path-exists-in-graph/solution
1972,40,True,1972. First and Last Call On the Same Day,,,Hard,,,50.2,,,,,,,https://leetcode.com/problems/first-and-last-call-on-the-same-day,https://leetcode.com/problems/first-and-last-call-on-the-same-day/solution
1973,40,True,1973. Count Nodes Equal to Sum of Descendants,,,Medium,,,75.1,,,,,,,https://leetcode.com/problems/count-nodes-equal-to-sum-of-descendants,https://leetcode.com/problems/count-nodes-equal-to-sum-of-descendants/solution
1974,40,False,1974. Minimum Time to Type Word Using Special Typewriter,"There is a special typewriter with lowercase English letters 'a' to 'z' arranged in a circle with a pointer. A character can only be typed if the pointer is pointing to that character. The pointer is initially pointing to the character 'a'.

Each second, you may perform one of the following operations:

Move the pointer one character counterclockwise or clockwise.
Type the character the pointer is currently on.

Given a string word, return the minimum number of seconds to type out the characters in word.
 
Example 1:
Input: word = ""abc""
Output: 5
Explanation: 
The characters are printed as follows:
- Type the character 'a' in 1 second since the pointer is initially on 'a'.
- Move the pointer clockwise to 'b' in 1 second.
- Type the character 'b' in 1 second.
- Move the pointer clockwise to 'c' in 1 second.
- Type the character 'c' in 1 second.

Example 2:
Input: word = ""bza""
Output: 7
Explanation:
The characters are printed as follows:
- Move the pointer clockwise to 'b' in 1 second.
- Type the character 'b' in 1 second.
- Move the pointer counterclockwise to 'z' in 2 seconds.
- Type the character 'z' in 1 second.
- Move the pointer clockwise to 'a' in 1 second.
- Type the character 'a' in 1 second.

Example 3:
Input: word = ""zjpc""
Output: 34
Explanation:
The characters are printed as follows:
- Move the pointer counterclockwise to 'z' in 1 second.
- Type the character 'z' in 1 second.
- Move the pointer clockwise to 'j' in 10 seconds.
- Type the character 'j' in 1 second.
- Move the pointer clockwise to 'p' in 6 seconds.
- Type the character 'p' in 1 second.
- Move the pointer counterclockwise to 'c' in 13 seconds.
- Type the character 'c' in 1 second.

 
Constraints:

1 <= word.length <= 100
word consists of lowercase English letters.

","'String', 'Greedy'",Easy,"[""'Minimum Distance to Type a Word Using Two Fingers'""]",1.0,73.9,36100,48900,613,3,642,24,https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter,https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter/solution
1975,40,False,1975. Maximum Matrix Sum,"You are given an n x n integer matrix. You can do the following operation any number of times:

Choose any two adjacent elements of matrix and multiply each of them by -1.

Two elements are considered adjacent if and only if they share a border.
Your goal is to maximize the summation of the matrix's elements. Return the maximum sum of the matrix's elements using the operation mentioned above.
 
Example 1:

Input: matrix = [[1,-1],[-1,1]]
Output: 4
Explanation: We can follow the following steps to reach sum equals 4:
- Multiply the 2 elements in the first row by -1.
- Multiply the 2 elements in the first column by -1.

Example 2:

Input: matrix = [[1,2,3],[-1,-2,-3],[1,2,3]]
Output: 16
Explanation: We can follow the following step to reach sum equals 16:
- Multiply the 2 last elements in the second row by -1.

 
Constraints:

n == matrix.length == matrix[i].length
2 <= n <= 250
-105 <= matrix[i][j] <= 105

","'Array', 'Greedy', 'Matrix'",Medium,[''],0.0,48.9,16500,33800,215,3,521,19,https://leetcode.com/problems/maximum-matrix-sum,https://leetcode.com/problems/maximum-matrix-sum/solution
1976,40,False,1976. Number of Ways to Arrive at Destination,"You are in a city that consists of n intersections numbered from 0 to n - 1 with bi-directional roads between some intersections. The inputs are generated such that you can reach any intersection from any other intersection and that there is at most one road between any two intersections.
You are given an integer n and a 2D integer array roads where roads[i] = [ui, vi, timei] means that there is a road between intersections ui and vi that takes timei minutes to travel. You want to know in how many ways you can travel from intersection 0 to intersection n - 1 in the shortest amount of time.
Return the number of ways you can arrive at your destination in the shortest amount of time. Since the answer may be large, return it modulo 109 + 7.
 
Example 1:

Input: n = 7, roads = [[0,6,7],[0,1,2],[1,2,3],[1,3,3],[6,3,3],[3,5,1],[6,5,1],[2,5,1],[0,4,5],[4,6,2]]
Output: 4
Explanation: The shortest amount of time it takes to go from intersection 0 to intersection 6 is 7 minutes.
The four ways to get there in 7 minutes are:
- 0 ➝ 6
- 0 ➝ 4 ➝ 6
- 0 ➝ 1 ➝ 2 ➝ 5 ➝ 6
- 0 ➝ 1 ➝ 3 ➝ 5 ➝ 6

Example 2:
Input: n = 2, roads = [[1,0,10]]
Output: 1
Explanation: There is only one way to go from intersection 0 to intersection 1, and it takes 10 minutes.

 
Constraints:

1 <= n <= 200
n - 1 <= roads.length <= n * (n - 1) / 2
roads[i].length == 3
0 <= ui, vi <= n - 1
1 <= timei <= 109
ui != vi
There is at most one road connecting any two intersections.
You can reach any intersection from any other intersection.

","'Dynamic Programming', 'Graph', 'Topological Sort', 'Shortest Path'",Medium,"[""'All Paths From Source to Target'"", ""'Path with Maximum Probability'"", ""'Second Minimum Time to Reach Destination'""]",3.0,28.4,45800,161100,457,26,2500,100,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/solution
1977,40,False,1977. Number of Ways to Separate Numbers,"You wrote down many positive integers in a string called num. However, you realized that you forgot to add commas to seperate the different numbers. You remember that the list of integers was non-decreasing and that no integer had leading zeros.
Return the number of possible lists of integers that you could have written down to get the string num. Since the answer may be large, return it modulo 109 + 7.
 
Example 1:
Input: num = ""327""
Output: 2
Explanation: You could have written down the numbers:
3, 27
327

Example 2:
Input: num = ""094""
Output: 0
Explanation: No numbers can have leading zeros and all numbers must be positive.

Example 3:
Input: num = ""0""
Output: 0
Explanation: No numbers can have leading zeros and all numbers must be positive.

 
Constraints:

1 <= num.length <= 3500
num consists of digits '0' through '9'.

","'String', 'Dynamic Programming', 'Suffix Array'",Hard,"[""'Decode Ways'"", ""'Decode Ways II'"", ""'Restore The Array'"", ""'Number of Beautiful Partitions'""]",4.0,20.3,5400,26800,84,7,483,55,https://leetcode.com/problems/number-of-ways-to-separate-numbers,https://leetcode.com/problems/number-of-ways-to-separate-numbers/solution
1978,40,False,1978. Employees Whose Manager Left the Company,"Table: Employees
+-------------+----------+
| Column Name | Type     |
+-------------+----------+
| employee_id | int      |
| name        | varchar  |
| manager_id  | int      |
| salary      | int      |
+-------------+----------+
In SQL, employee_id is the primary key for this table.
This table contains information about the employees, their salary, and the ID of their manager. Some employees do not have a manager (manager_id is null). 

 
Find the IDs of the employees whose salary is strictly less than $30000 and whose manager left the company. When a manager leaves the company, their information is deleted from the Employees table, but the reports still have their manager_id set to the manager that left.
Return the result table ordered by employee_id.
The result format is in the following example.
 
Example 1:
Input:  
Employees table:
+-------------+-----------+------------+--------+
| employee_id | name      | manager_id | salary |
+-------------+-----------+------------+--------+
| 3           | Mila      | 9          | 60301  |
| 12          | Antonella | null       | 31000  |
| 13          | Emery     | null       | 67084  |
| 1           | Kalel     | 11         | 21241  |
| 9           | Mikaela   | null       | 50937  |
| 11          | Joziah    | 6          | 28485  |
+-------------+-----------+------------+--------+
Output: 
+-------------+
| employee_id |
+-------------+
| 11          |
+-------------+

Explanation: 
The employees with a salary less than $30000 are 1 (Kalel) and 11 (Joziah).
Kalel's manager is employee 11, who is still in the company (Joziah).
Joziah's manager is employee 6, who left the company because there is no row for employee 6 as it was deleted.

",'Database',Easy,[''],0.0,47.2,45200,95900,484,10,251,21,https://leetcode.com/problems/employees-whose-manager-left-the-company,https://leetcode.com/problems/employees-whose-manager-left-the-company/solution
1979,40,False,1979. Find Greatest Common Divisor of Array,"Given an integer array nums, return the greatest common divisor of the smallest number and largest number in nums.
The greatest common divisor of two numbers is the largest positive integer that evenly divides both numbers.
 
Example 1:
Input: nums = [2,5,6,9,10]
Output: 2
Explanation:
The smallest number in nums is 2.
The largest number in nums is 10.
The greatest common divisor of 2 and 10 is 2.

Example 2:
Input: nums = [7,5,6,8,3]
Output: 1
Explanation:
The smallest number in nums is 3.
The largest number in nums is 8.
The greatest common divisor of 3 and 8 is 1.

Example 3:
Input: nums = [3,3]
Output: 3
Explanation:
The smallest number in nums is 3.
The largest number in nums is 3.
The greatest common divisor of 3 and 3 is 3.

 
Constraints:

2 <= nums.length <= 1000
1 <= nums[i] <= 1000

","'Array', 'Math', 'Number Theory'",Easy,"[""'Greatest Common Divisor of Strings'"", ""'Number of Different Subsequences GCDs'"", ""'Three Divisors'"", ""'Smallest Even Multiple'"", ""'Number of Subarrays With GCD Equal to K'""]",5.0,77.3,105100,135900,1700,14,1000,41,https://leetcode.com/problems/find-greatest-common-divisor-of-array,https://leetcode.com/problems/find-greatest-common-divisor-of-array/solution
1980,40,False,1980. Find Unique Binary String,"Given an array of strings nums containing n unique binary strings each of length n, return a binary string of length n that does not appear in nums. If there are multiple answers, you may return any of them.
 
Example 1:
Input: nums = [""01"",""10""]
Output: ""11""
Explanation: ""11"" does not appear in nums. ""00"" would also be correct.

Example 2:
Input: nums = [""00"",""01""]
Output: ""11""
Explanation: ""11"" does not appear in nums. ""10"" would also be correct.

Example 3:
Input: nums = [""111"",""011"",""001""]
Output: ""101""
Explanation: ""101"" does not appear in nums. ""000"", ""010"", ""100"", and ""110"" would also be correct.

 
Constraints:

n == nums.length
1 <= n <= 16
nums[i].length == n
nums[i] is either '0' or '1'.
All the strings of nums are unique.

","'Array', 'String', 'Backtracking'",Medium,"[""'Missing Number'"", ""'Find All Numbers Disappeared in an Array'"", ""'Random Pick with Blacklist'""]",3.0,66.5,44300,66600,760,6,1100,40,https://leetcode.com/problems/find-unique-binary-string,https://leetcode.com/problems/find-unique-binary-string/solution
1981,40,False,1981. Minimize the Difference Between Target and Chosen Elements,"You are given an m x n integer matrix mat and an integer target.
Choose one integer from each row in the matrix such that the absolute difference between target and the sum of the chosen elements is minimized.
Return the minimum absolute difference.
The absolute difference between two numbers a and b is the absolute value of a - b.
 
Example 1:

Input: mat = [[1,2,3],[4,5,6],[7,8,9]], target = 13
Output: 0
Explanation: One possible choice is to:
- Choose 1 from the first row.
- Choose 5 from the second row.
- Choose 7 from the third row.
The sum of the chosen elements is 13, which equals the target, so the absolute difference is 0.

Example 2:

Input: mat = [[1],[2],[3]], target = 100
Output: 94
Explanation: The best possible choice is to:
- Choose 1 from the first row.
- Choose 2 from the second row.
- Choose 3 from the third row.
The sum of the chosen elements is 6, and the absolute difference is 94.

Example 3:

Input: mat = [[1,2,9,8,7]], target = 6
Output: 1
Explanation: The best choice is to choose 7 from the first row.
The absolute difference is 1.

 
Constraints:

m == mat.length
n == mat[i].length
1 <= m, n <= 70
1 <= mat[i][j] <= 70
1 <= target <= 800

","'Array', 'Dynamic Programming', 'Matrix'",Medium,"[""'Partition Equal Subset Sum'"", ""'Closest Subsequence Sum'"", ""'Maximum Number of Points with Cost'""]",3.0,33.6,24500,72800,229,2,881,135,https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements,https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements/solution
1982,40,False,1982. Find Array Given Subset Sums,"You are given an integer n representing the length of an unknown array that you are trying to recover. You are also given an array sums containing the values of all 2n subset sums of the unknown array (in no particular order).
Return the array ans of length n representing the unknown array. If multiple answers exist, return any of them.
An array sub is a subset of an array arr if sub can be obtained from arr by deleting some (possibly zero or all) elements of arr. The sum of the elements in sub is one possible subset sum of arr. The sum of an empty array is considered to be 0.
Note: Test cases are generated such that there will always be at least one correct answer.
 
Example 1:
Input: n = 3, sums = [-3,-2,-1,0,0,1,2,3]
Output: [1,2,-3]
Explanation: [1,2,-3] is able to achieve the given subset sums:
- []: sum is 0
- [1]: sum is 1
- [2]: sum is 2
- [1,2]: sum is 3
- [-3]: sum is -3
- [1,-3]: sum is -2
- [2,-3]: sum is -1
- [1,2,-3]: sum is 0
Note that any permutation of [1,2,-3] and also any permutation of [-1,-2,3] will also be accepted.

Example 2:
Input: n = 2, sums = [0,0,0,0]
Output: [0,0]
Explanation: The only correct answer is [0,0].

Example 3:
Input: n = 4, sums = [0,0,5,5,4,-1,4,9,9,-1,4,3,4,8,3,8]
Output: [0,-1,4,5]
Explanation: [0,-1,4,5] is able to achieve the given subset sums.

 
Constraints:

1 <= n <= 15
sums.length == 2n
-104 <= sums[i] <= 104

","'Array', 'Divide and Conquer'",Hard,"[""'Subsets'"", ""'Subsets II'"", ""'Recover the Original Array'""]",3.0,48.2,4800,9900,40,6,544,35,https://leetcode.com/problems/find-array-given-subset-sums,https://leetcode.com/problems/find-array-given-subset-sums/solution
1983,40,True,1983. Widest Pair of Indices With Equal Range Sum,,,Medium,,,53.7,,,,,,,https://leetcode.com/problems/widest-pair-of-indices-with-equal-range-sum,https://leetcode.com/problems/widest-pair-of-indices-with-equal-range-sum/solution
1984,40,False,1984. Minimum Difference Between Highest and Lowest of K Scores,"You are given a 0-indexed integer array nums, where nums[i] represents the score of the ith student. You are also given an integer k.
Pick the scores of any k students from the array so that the difference between the highest and the lowest of the k scores is minimized.
Return the minimum possible difference.
 
Example 1:
Input: nums = [90], k = 1
Output: 0
Explanation: There is one way to pick score(s) of one student:
- [90]. The difference between the highest and lowest score is 90 - 90 = 0.
The minimum possible difference is 0.

Example 2:
Input: nums = [9,4,1,7], k = 2
Output: 2
Explanation: There are six ways to pick score(s) of two students:
- [9,4,1,7]. The difference between the highest and lowest score is 9 - 4 = 5.
- [9,4,1,7]. The difference between the highest and lowest score is 9 - 1 = 8.
- [9,4,1,7]. The difference between the highest and lowest score is 9 - 7 = 2.
- [9,4,1,7]. The difference between the highest and lowest score is 4 - 1 = 3.
- [9,4,1,7]. The difference between the highest and lowest score is 7 - 4 = 3.
- [9,4,1,7]. The difference between the highest and lowest score is 7 - 1 = 6.
The minimum possible difference is 2.
 
Constraints:

1 <= k <= nums.length <= 1000
0 <= nums[i] <= 105

","'Array', 'Sliding Window', 'Sorting'",Easy,"[""'Array Partition'""]",1.0,55.6,59400,106700,745,16,909,220,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/solution
1985,40,False,1985. Find the Kth Largest Integer in the Array,"You are given an array of strings nums and an integer k. Each string in nums represents an integer without leading zeros.
Return the string that represents the kth largest integer in nums.
Note: Duplicate numbers should be counted distinctly. For example, if nums is [""1"",""2"",""2""], ""2"" is the first largest integer, ""2"" is the second-largest integer, and ""1"" is the third-largest integer.
 
Example 1:
Input: nums = [""3"",""6"",""7"",""10""], k = 4
Output: ""3""
Explanation:
The numbers in nums sorted in non-decreasing order are [""3"",""6"",""7"",""10""].
The 4th largest integer in nums is ""3"".

Example 2:
Input: nums = [""2"",""21"",""12"",""1""], k = 3
Output: ""2""
Explanation:
The numbers in nums sorted in non-decreasing order are [""1"",""2"",""12"",""21""].
The 3rd largest integer in nums is ""2"".

Example 3:
Input: nums = [""0"",""0""], k = 2
Output: ""0""
Explanation:
The numbers in nums sorted in non-decreasing order are [""0"",""0""].
The 2nd largest integer in nums is ""0"".

 
Constraints:

1 <= k <= nums.length <= 104
1 <= nums[i].length <= 100
nums[i] consists of only digits.
nums[i] will not have any leading zeros.

","'Array', 'String', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Quickselect'",Medium,"[""'Kth Largest Element in an Array'""]",1.0,44.8,55600,124100,761,8,1100,131,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array/solution
1986,40,False,1986. Minimum Number of Work Sessions to Finish the Tasks,"There are n tasks assigned to you. The task times are represented as an integer array tasks of length n, where the ith task takes tasks[i] hours to finish. A work session is when you work for at most sessionTime consecutive hours and then take a break.
You should finish the given tasks in a way that satisfies the following conditions:

If you start a task in a work session, you must complete it in the same work session.
You can start a new task immediately after finishing the previous one.
You may complete the tasks in any order.

Given tasks and sessionTime, return the minimum number of work sessions needed to finish all the tasks following the conditions above.
The tests are generated such that sessionTime is greater than or equal to the maximum element in tasks[i].
 
Example 1:
Input: tasks = [1,2,3], sessionTime = 3
Output: 2
Explanation: You can finish the tasks in two work sessions.
- First work session: finish the first and the second tasks in 1 + 2 = 3 hours.
- Second work session: finish the third task in 3 hours.

Example 2:
Input: tasks = [3,1,3,1,1], sessionTime = 8
Output: 2
Explanation: You can finish the tasks in two work sessions.
- First work session: finish all the tasks except the last one in 3 + 1 + 3 + 1 = 8 hours.
- Second work session: finish the last task in 1 hour.

Example 3:
Input: tasks = [1,2,3,4,5], sessionTime = 15
Output: 1
Explanation: You can finish all the tasks in one work session.

 
Constraints:

n == tasks.length
1 <= n <= 14
1 <= tasks[i] <= 10
max(tasks[i]) <= sessionTime <= 15

","'Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask'",Medium,"[""'Smallest Sufficient Team'"", ""'Fair Distribution of Cookies'"", ""'Find Minimum Time to Finish All Jobs'"", ""'Find Minimum Time to Finish All Jobs II'""]",4.0,33.1,23200,70100,247,2,1000,65,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks/solution
1987,40,False,1987. Number of Unique Good Subsequences,"You are given a binary string binary. A subsequence of binary is considered good if it is not empty and has no leading zeros (with the exception of ""0"").
Find the number of unique good subsequences of binary.

For example, if binary = ""001"", then all the good subsequences are [""0"", ""0"", ""1""], so the unique good subsequences are ""0"" and ""1"". Note that subsequences ""00"", ""01"", and ""001"" are not good because they have leading zeros.

Return the number of unique good subsequences of binary. Since the answer may be very large, return it modulo 109 + 7.
A subsequence is a sequence that can be derived from another sequence by deleting some or no elements without changing the order of the remaining elements.
 
Example 1:
Input: binary = ""001""
Output: 2
Explanation: The good subsequences of binary are [""0"", ""0"", ""1""].
The unique good subsequences are ""0"" and ""1"".

Example 2:
Input: binary = ""11""
Output: 2
Explanation: The good subsequences of binary are [""1"", ""1"", ""11""].
The unique good subsequences are ""1"" and ""11"".
Example 3:
Input: binary = ""101""
Output: 5
Explanation: The good subsequences of binary are [""1"", ""0"", ""1"", ""10"", ""11"", ""101""]. 
The unique good subsequences are ""0"", ""1"", ""10"", ""11"", and ""101"".

 
Constraints:

1 <= binary.length <= 105
binary consists of only '0's and '1's.

","'String', 'Dynamic Programming'",Hard,"[""'Distinct Subsequences'"", ""'Distinct Subsequences II'""]",2.0,52.0,10900,20900,87,4,652,13,https://leetcode.com/problems/number-of-unique-good-subsequences,https://leetcode.com/problems/number-of-unique-good-subsequences/solution
1988,40,True,1988. Find Cutoff Score for Each School,,,Medium,,,67.3,,,,,,,https://leetcode.com/problems/find-cutoff-score-for-each-school,https://leetcode.com/problems/find-cutoff-score-for-each-school/solution
1989,40,True,1989. Maximum Number of People That Can Be Caught in Tag,,,Medium,,,51.2,,,,,,,https://leetcode.com/problems/maximum-number-of-people-that-can-be-caught-in-tag,https://leetcode.com/problems/maximum-number-of-people-that-can-be-caught-in-tag/solution
1990,40,True,1990. Count the Number of Experiments,,,Medium,,,49.8,,,,,,,https://leetcode.com/problems/count-the-number-of-experiments,https://leetcode.com/problems/count-the-number-of-experiments/solution
1991,40,False,1991. Find the Middle Index in Array,"Given a 0-indexed integer array nums, find the leftmost middleIndex (i.e., the smallest amongst all the possible ones).
A middleIndex is an index where nums[0] + nums[1] + ... + nums[middleIndex-1] == nums[middleIndex+1] + nums[middleIndex+2] + ... + nums[nums.length-1].
If middleIndex == 0, the left side sum is considered to be 0. Similarly, if middleIndex == nums.length - 1, the right side sum is considered to be 0.
Return the leftmost middleIndex that satisfies the condition, or -1 if there is no such index.
 
Example 1:
Input: nums = [2,3,-1,8,4]
Output: 3
Explanation: The sum of the numbers before index 3 is: 2 + 3 + -1 = 4
The sum of the numbers after index 3 is: 4 = 4

Example 2:
Input: nums = [1,-1,4]
Output: 2
Explanation: The sum of the numbers before index 2 is: 1 + -1 = 0
The sum of the numbers after index 2 is: 0

Example 3:
Input: nums = [2,5]
Output: -1
Explanation: There is no valid middleIndex.

 
Constraints:

1 <= nums.length <= 100
-1000 <= nums[i] <= 1000

 
Note: This question is the same as 724: https://leetcode.com/problems/find-pivot-index/
","'Array', 'Prefix Sum'",Easy,"[""'Find Pivot Index'"", ""'Partition Array Into Three Parts With Equal Sum'"", ""'Number of Ways to Split Array'"", ""'Maximum Sum Score of Array'"", ""'Left and Right Sum Differences'""]",5.0,67.4,78000,115600,1300,10,1300,55,https://leetcode.com/problems/find-the-middle-index-in-array,https://leetcode.com/problems/find-the-middle-index-in-array/solution
1992,40,False,1992. Find All Groups of Farmland,"You are given a 0-indexed m x n binary matrix land where a 0 represents a hectare of forested land and a 1 represents a hectare of farmland.
To keep the land organized, there are designated rectangular areas of hectares that consist entirely of farmland. These rectangular areas are called groups. No two groups are adjacent, meaning farmland in one group is not four-directionally adjacent to another farmland in a different group.
land can be represented by a coordinate system where the top left corner of land is (0, 0) and the bottom right corner of land is (m-1, n-1). Find the coordinates of the top left and bottom right corner of each group of farmland. A group of farmland with a top left corner at (r1, c1) and a bottom right corner at (r2, c2) is represented by the 4-length array [r1, c1, r2, c2].
Return a 2D array containing the 4-length arrays described above for each group of farmland in land. If there are no groups of farmland, return an empty array. You may return the answer in any order.
 
Example 1:

Input: land = [[1,0,0],[0,1,1],[0,1,1]]
Output: [[0,0,0,0],[1,1,2,2]]
Explanation:
The first group has a top left corner at land[0][0] and a bottom right corner at land[0][0].
The second group has a top left corner at land[1][1] and a bottom right corner at land[2][2].

Example 2:

Input: land = [[1,1],[1,1]]
Output: [[0,0,1,1]]
Explanation:
The first group has a top left corner at land[0][0] and a bottom right corner at land[1][1].

Example 3:

Input: land = [[0]]
Output: []
Explanation:
There are no groups of farmland.

 
Constraints:

m == land.length
n == land[i].length
1 <= m, n <= 300
land consists of only 0's and 1's.
Groups of farmland are rectangular in shape.

","'Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix'",Medium,"[""'Number of Islands'"", ""'Count Sub Islands'""]",2.0,68.2,24800,36300,520,4,757,24,https://leetcode.com/problems/find-all-groups-of-farmland,https://leetcode.com/problems/find-all-groups-of-farmland/solution
1993,40,False,1993. Operations on Tree,"You are given a tree with n nodes numbered from 0 to n - 1 in the form of a parent array parent where parent[i] is the parent of the ith node. The root of the tree is node 0, so parent[0] = -1 since it has no parent. You want to design a data structure that allows users to lock, unlock, and upgrade nodes in the tree.
The data structure should support the following functions:

Lock: Locks the given node for the given user and prevents other users from locking the same node. You may only lock a node using this function if the node is unlocked.
Unlock: Unlocks the given node for the given user. You may only unlock a node using this function if it is currently locked by the same user.
Upgrade: Locks the given node for the given user and unlocks all of its descendants regardless of who locked it. You may only upgrade a node if all 3 conditions are true:
	
The node is unlocked,
It has at least one locked descendant (by any user), and
It does not have any locked ancestors.



Implement the LockingTree class:

LockingTree(int[] parent) initializes the data structure with the parent array.
lock(int num, int user) returns true if it is possible for the user with id user to lock the node num, or false otherwise. If it is possible, the node num will become locked by the user with id user.
unlock(int num, int user) returns true if it is possible for the user with id user to unlock the node num, or false otherwise. If it is possible, the node num will become unlocked.
upgrade(int num, int user) returns true if it is possible for the user with id user to upgrade the node num, or false otherwise. If it is possible, the node num will be upgraded.

 
Example 1:

Input
[""LockingTree"", ""lock"", ""unlock"", ""unlock"", ""lock"", ""upgrade"", ""lock""]
[[[-1, 0, 0, 1, 1, 2, 2]], [2, 2], [2, 3], [2, 2], [4, 5], [0, 1], [0, 1]]
Output
[null, true, false, true, true, true, false]

Explanation
LockingTree lockingTree = new LockingTree([-1, 0, 0, 1, 1, 2, 2]);
lockingTree.lock(2, 2);    // return true because node 2 is unlocked.
                           // Node 2 will now be locked by user 2.
lockingTree.unlock(2, 3);  // return false because user 3 cannot unlock a node locked by user 2.
lockingTree.unlock(2, 2);  // return true because node 2 was previously locked by user 2.
                           // Node 2 will now be unlocked.
lockingTree.lock(4, 5);    // return true because node 4 is unlocked.
                           // Node 4 will now be locked by user 5.
lockingTree.upgrade(0, 1); // return true because node 0 is unlocked and has at least one locked descendant (node 4).
                           // Node 0 will now be locked by user 1 and node 4 will now be unlocked.
lockingTree.lock(0, 1);    // return false because node 0 is already locked.

 
Constraints:

n == parent.length
2 <= n <= 2000
0 <= parent[i] <= n - 1 for i != 0
parent[0] == -1
0 <= num <= n - 1
1 <= user <= 104
parent represents a valid tree.
At most 2000 calls in total will be made to lock, unlock, and upgrade.

","'Array', 'Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Design'",Medium,"[""'Throne Inheritance'""]",1.0,45.0,13400,29700,215,7,421,69,https://leetcode.com/problems/operations-on-tree,https://leetcode.com/problems/operations-on-tree/solution
1994,40,False,1994. The Number of Good Subsets,"You are given an integer array nums. We call a subset of nums good if its product can be represented as a product of one or more distinct prime numbers.

For example, if nums = [1, 2, 3, 4]:

	
[2, 3], [1, 2, 3], and [1, 3] are good subsets with products 6 = 2*3, 6 = 2*3, and 3 = 3 respectively.
[1, 4] and [4] are not good subsets with products 4 = 2*2 and 4 = 2*2 respectively.



Return the number of different good subsets in nums modulo 109 + 7.
A subset of nums is any array that can be obtained by deleting some (possibly none or all) elements from nums. Two subsets are different if and only if the chosen indices to delete are different.
 
Example 1:
Input: nums = [1,2,3,4]
Output: 6
Explanation: The good subsets are:
- [1,2]: product is 2, which is the product of distinct prime 2.
- [1,2,3]: product is 6, which is the product of distinct primes 2 and 3.
- [1,3]: product is 3, which is the product of distinct prime 3.
- [2]: product is 2, which is the product of distinct prime 2.
- [2,3]: product is 6, which is the product of distinct primes 2 and 3.
- [3]: product is 3, which is the product of distinct prime 3.

Example 2:
Input: nums = [4,2,3,15]
Output: 5
Explanation: The good subsets are:
- [2]: product is 2, which is the product of distinct prime 2.
- [2,3]: product is 6, which is the product of distinct primes 2 and 3.
- [2,15]: product is 30, which is the product of distinct primes 2, 3, and 5.
- [3]: product is 3, which is the product of distinct prime 3.
- [15]: product is 15, which is the product of distinct primes 3 and 5.

 
Constraints:

1 <= nums.length <= 105
1 <= nums[i] <= 30

","'Array', 'Math', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask'",Hard,"[""'Smallest Sufficient Team'"", ""'Fair Distribution of Cookies'"", ""'Number of Ways to Wear Different Hats to Each Other'""]",3.0,34.3,6700,19600,91,3,434,12,https://leetcode.com/problems/the-number-of-good-subsets,https://leetcode.com/problems/the-number-of-good-subsets/solution
